abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,is_dual_type,density,phys_ratio,offensive_score,defensive_score,survivability,stat_variance,speed_tier,catch_tier,gender_cat
"['Swarm', 'Rivalry']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,70,3840,70,395,45.0,Butterfly Pokémon,50,1000000,1.0,60,Agehuntアゲハント,Beautifly,50.0,267,100,50,65,bug,flying,28.4,3,0,1,28.4,0.412,78.3,53.3,53.1,344.2,Slow (50-70),Hard (31-75),Mixed
['Shed Skin'],1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,205,120.0,Cocoon Pokémon,55,1000000,0.7,50,Mayuldマユルド,Cascoon,50.0,268,25,25,15,bug,None,11.5,3,0,0,23.47,0.583,25.0,43.3,41.0,244.2,Very Slow (<50),Medium (76-150),Mixed
"['Shield Dust', 'Compoundeyes']",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,3840,70,385,45.0,Poison Moth Pokémon,70,1000000,1.2,60,Dokucaleドクケイル,Dustox,50.0,269,50,90,65,bug,poison,31.6,3,0,1,21.94,0.5,55.0,73.3,72.3,224.2,Slow (50-70),Hard (31-75),Mixed
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,30,3840,70,220,255.0,Water Weed Pokémon,30,1059860,0.5,40,Hassbohハスボー,Lotad,50.0,270,40,50,30,water,grass,2.6,3,0,1,10.4,0.429,33.3,40.0,39.1,66.7,Very Slow (<50),Easy (151-255),Mixed
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,50,3840,70,340,120.0,Jolly Pokémon,50,1059860,1.2,60,Hasubreroハスブレロ,Lombre,50.0,271,60,70,50,water,grass,32.5,3,0,1,22.57,0.455,53.3,60.0,59.4,66.7,Very Slow (<50),Medium (76-150),Mixed
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,3840,70,480,45.0,Carefree Pokémon,70,1059860,1.5,80,Runpappaルンパッパ,Ludicolo,50.0,272,90,100,70,water,grass,55.0,3,0,1,24.44,0.438,76.7,83.3,82.4,160.0,Slow (50-70),Hard (31-75),Mixed
"['Chlorophyll', 'Early Bird', 'Pickpocket']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,220,255.0,Acorn Pokémon,50,1059860,0.5,40,Tanebohタネボー,Seedot,50.0,273,30,30,30,grass,None,4.0,3,0,0,16.0,0.571,33.3,40.0,39.1,66.7,Very Slow (<50),Easy (151-255),Mixed
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,70,3840,70,340,120.0,Wily Pokémon,40,1059860,1.0,70,Konohanaコノハナ,Nuzleaf,50.0,274,60,40,60,grass,dark,28.0,3,0,1,28.0,0.538,63.3,50.0,48.2,186.7,Slow (50-70),Medium (76-150),Mixed
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,100,3840,70,480,45.0,Wickid Pokémon,60,1059860,1.3,90,Dirtengダーテング,Shiftry,50.0,275,90,60,80,grass,dark,59.6,3,0,1,35.27,0.526,90.0,70.0,68.7,280.0,Medium (70-90),Hard (31-75),Mixed
"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,270,200.0,TinySwallow Pokémon,30,1059860,0.3,40,Subameスバメ,Taillow,50.0,276,30,30,85,normal,flying,2.3,3,0,1,25.56,0.647,56.7,33.3,33.0,480.0,Medium (70-90),Easy (151-255),Mixed
"['Guts', 'Scrappy']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,85,3840,70,455,45.0,Swallow Pokémon,60,1059860,0.7,60,Ohsubameオオスバメ,Swellow,50.0,277,75,50,125,normal,flying,19.8,3,0,1,40.41,0.531,95.0,56.7,56.5,734.2,Very Fast (110-150),Hard (31-75),Mixed
"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,30,5120,70,270,190.0,Seagull Pokémon,30,1000000,0.6,40,Camomeキャモメ,Wingull,50.0,278,55,30,85,water,flying,9.5,3,0,1,26.39,0.353,56.7,33.3,33.0,480.0,Medium (70-90),Easy (151-255),Mixed
"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,5120,70,440,45.0,Water Bird Pokémon,100,1000000,1.2,60,Pelipperペリッパー,Pelipper,50.0,279,95,70,65,water,flying,28.0,3,0,1,19.44,0.345,70.0,76.7,74.9,396.7,Slow (50-70),Hard (31-75),Mixed
"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,25,5120,35,198,235.0,Feeling Pokémon,25,1250000,0.4,28,Raltsラルトス,Ralts,50.0,280,45,35,40,psychic,fairy,6.6,3,0,1,41.25,0.357,36.7,29.3,29.0,70.0,Very Slow (<50),Easy (151-255),Mixed
"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,35,5120,35,278,120.0,Emotion Pokémon,35,1250000,0.8,38,Kirliaキルリア,Kirlia,50.0,281,65,55,50,psychic,fairy,20.2,3,0,1,31.56,0.35,50.0,42.7,41.8,152.7,Very Slow (<50),Medium (76-150),Mixed
"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,5120,35,618,45.0,Embrace Pokémon,65,1250000,1.6,68,Sirnightサーナイト,Gardevoir,50.0,282,165,135,100,psychic,fairy,48.4,3,0,1,18.91,0.34,116.7,89.3,84.2,1574.0,Fast (90-110),Hard (31-75),Mixed
"['Swift Swim', 'Rain Dish']",1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,30,3840,70,269,200.0,Pond Skater Pokémon,32,1000000,0.5,40,Ametamaアメタマ,Surskit,50.0,283,50,52,65,bug,water,1.7,3,0,1,6.8,0.375,48.3,41.3,40.5,178.6,Slow (50-70),Easy (151-255),Mixed
"['Intimidate', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,60,3840,70,454,75.0,Eyeball Pokémon,62,1000000,0.8,70,Amemothアメモース,Masquerain,50.0,284,100,82,80,bug,flying,3.6,3,0,1,5.62,0.375,80.0,71.3,70.9,223.1,Medium (70-90),Hard (31-75),Mixed
"['Effect Spore', 'Poison Heal', 'Quick Feet']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,40,3840,70,295,255.0,Mushroom Pokémon,60,1640000,0.4,60,Kinococoキノココ,Shroomish,50.0,285,40,60,35,grass,None,4.5,3,0,0,28.12,0.5,38.3,60.0,60.0,144.2,Very Slow (<50),Easy (151-255),Mixed
"['Effect Spore', 'Poison Heal', 'Technician']",1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,130,3840,70,460,90.0,Mushroom Pokémon,80,1640000,1.2,60,Kinogassaキノガッサ,Breloom,50.0,286,60,60,70,grass,fighting,39.2,3,0,1,27.22,0.684,86.7,66.7,66.0,746.7,Slow (50-70),Medium (76-150),Mixed
['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,280,255.0,Slacker Pokémon,60,1250000,0.8,60,Namakeroナマケロ,Slakoth,50.0,287,35,35,30,normal,None,24.0,3,0,0,37.5,0.632,41.7,51.7,50.1,216.7,Very Slow (<50),Easy (151-255),Mixed
['Vital Spirit'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,440,120.0,Wild Monkey Pokémon,80,1250000,1.4,80,Yarukimonoヤルキモノ,Vigoroth,50.0,288,55,55,90,normal,None,46.5,3,0,0,23.72,0.593,75.0,71.7,70.6,216.7,Medium (70-90),Medium (76-150),Mixed
['Truant'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,3840,70,670,45.0,Lazy Pokémon,100,1250000,2.0,150,Kekkingケッキング,Slaking,50.0,289,95,65,100,normal,None,130.5,3,0,0,32.62,0.627,118.3,105.0,99.2,1306.7,Fast (90-110),Hard (31-75),Mixed
"['Compoundeyes', 'Run Away']",1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,45,3840,70,266,255.0,Trainee Pokémon,90,600000,0.5,31,Tutininツチニン,Nincada,50.0,290,30,30,40,bug,ground,5.5,3,0,1,22.0,0.6,38.3,50.3,43.7,538.7,Very Slow (<50),Easy (151-255),Mixed
"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,3840,70,456,120.0,Ninja Pokémon,45,600000,0.8,61,Tekkaninテッカニン,Ninjask,50.0,291,50,50,160,bug,flying,12.0,3,0,1,18.75,0.643,100.0,52.0,51.6,1958.0,Extreme (150+),Medium (76-150),Mixed
['Wonder Guard'],0.5,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.5,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,90,3840,70,236,45.0,Shed Pokémon,45,600000,0.8,1,Nukeninヌケニン,Shedinja,-1.0,292,30,30,40,bug,ghost,1.2,3,0,1,1.87,0.75,53.3,25.3,11.1,848.7,Very Slow (<50),Hard (31-75),Genderless
"['Soundproof', 'Rattled']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51,5120,70,240,190.0,Whisper Pokémon,23,1059860,0.6,64,Gonyonyoゴニョニョ,Whismur,50.0,293,51,23,28,normal,None,16.3,3,0,0,45.28,0.5,43.3,36.7,32.4,308.0,Very Slow (<50),Easy (151-255),Mixed
"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,5120,70,360,120.0,Big Voice Pokémon,43,1059860,1.0,84,Dogohmbドゴーム,Loudred,50.0,294,71,43,48,normal,None,40.5,3,0,0,40.5,0.5,63.3,56.7,53.8,308.0,Very Slow (<50),Medium (76-150),Mixed
"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,5120,70,490,45.0,Loud Noise Pokémon,63,1059860,1.5,104,Bakuongバクオング,Exploud,50.0,295,91,73,68,normal,None,84.0,3,0,0,37.33,0.5,83.3,80.0,78.2,256.7,Slow (50-70),Hard (31-75),Mixed
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,60,5120,70,237,180.0,Guts Pokémon,30,1640000,1.0,72,Makunoshitaマクノシタ,Makuhita,75.4,296,20,30,25,fighting,None,86.4,3,0,0,86.4,0.75,35.0,44.0,40.2,449.5,Very Slow (<50),Easy (151-255),Mixed
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,120,5120,70,474,200.0,Arm Thrust Pokémon,60,1640000,2.3,144,Hariteyamaハリテヤマ,Hariyama,75.4,297,40,60,50,fighting,None,253.8,3,0,0,47.98,0.75,70.0,88.0,80.3,1798.0,Very Slow (<50),Easy (151-255),Mixed
"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,20,2560,70,190,150.0,Polka Dot Pokémon,40,800000,0.2,50,Ruririルリリ,Azurill,24.6,298,20,40,20,normal,fairy,2.0,3,0,1,50.0,0.5,20.0,43.3,43.1,176.7,Very Slow (<50),Medium (76-150),Mixed
"['Sturdy', 'Magnet Pull', 'Sand Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,45,5120,70,375,255.0,Compass Pokémon,135,1000000,1.0,30,Nosepassノズパス,Nosepass,50.0,299,45,90,30,rock,None,97.0,3,0,0,97.0,0.5,40.0,85.0,71.4,1747.5,Very Slow (<50),Easy (151-255),Mixed
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45,3840,70,260,255.0,Kitten Pokémon,45,800000,0.6,50,Enecoエネコ,Skitty,24.6,300,35,35,50,normal,None,11.0,3,0,0,30.56,0.562,43.3,43.3,42.9,46.7,Very Slow (<50),Easy (151-255),Mixed
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65,3840,70,400,60.0,Prim Pokémon,65,800000,1.1,70,Enekororoエネコロロ,Delcatty,24.6,301,55,55,90,normal,None,32.6,3,0,0,26.94,0.542,70.0,63.3,63.0,166.7,Medium (70-90),Hard (31-75),Mixed
"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,6400,35,480,45.0,Darkness Pokémon,125,1059860,0.5,50,Yamiramiヤミラミ,Sableye,50.0,302,85,115,20,dark,ghost,11.0,3,0,1,44.0,0.5,63.3,96.7,89.6,1560.0,Very Slow (<50),Hard (31-75),Mixed
"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,105,5120,70,480,45.0,Deceiver Pokémon,125,800000,0.6,50,Kucheatクチート,Mawile,50.0,303,55,95,50,steel,fairy,11.5,3,0,1,31.94,0.656,70.0,90.0,84.0,1060.0,Very Slow (<50),Hard (31-75),Mixed
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,70,8960,35,330,180.0,Iron Armor Pokémon,100,1250000,0.4,50,Cokodoraココドラ,Aron,50.0,304,40,40,30,steel,rock,60.0,3,0,1,375.0,0.636,46.7,63.3,58.5,670.0,Very Slow (<50),Easy (151-255),Mixed
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,90,8960,35,430,90.0,Iron Armor Pokémon,140,1250000,0.9,60,Kodoraコドラ,Lairon,50.0,305,50,50,40,steel,rock,120.0,3,0,1,148.15,0.643,60.0,83.3,74.9,1416.7,Very Slow (<50),Medium (76-150),Mixed
"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,140,8960,35,630,45.0,Iron Armor Pokémon,230,1250000,2.1,70,Bossgodoraボスゴドラ,Aggron,50.0,306,60,80,50,steel,rock,360.0,3,0,1,81.63,0.7,83.3,126.7,108.8,4750.0,Very Slow (<50),Hard (31-75),Mixed
"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,40,5120,70,280,180.0,Meditate Pokémon,55,1000000,0.6,30,Asananアサナン,Meditite,50.0,307,40,55,60,fighting,psychic,11.2,3,0,1,31.11,0.5,46.7,46.7,44.9,136.7,Slow (50-70),Easy (151-255),Mixed
"['Pure Power', 'Telepathy']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,100,5120,70,510,90.0,Meditate Pokémon,85,1000000,1.3,60,Charemチャーレム,Medicham,50.0,308,80,85,100,fighting,psychic,31.5,3,0,1,18.64,0.556,93.3,76.7,75.7,220.0,Fast (90-110),Medium (76-150),Mixed
"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,45,5120,70,295,120.0,Lightning Pokémon,40,1250000,0.6,40,Rakuraiラクライ,Electrike,50.0,309,65,40,65,electric,None,15.2,3,0,0,42.22,0.409,58.3,40.0,40.0,154.2,Slow (50-70),Medium (76-150),Mixed
"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120,70,575,45.0,Discharge Pokémon,80,1250000,1.5,70,Livoltライボルト,Manectric,50.0,310,135,80,135,electric,None,40.2,3,0,0,17.87,0.357,115.0,76.7,76.5,934.2,Very Fast (110-150),Hard (31-75),Mixed
"['Plus', 'Lightningrod']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,50,5120,70,405,200.0,Cheering Pokémon,40,1000000,0.4,60,Prasleプラスル,Plusle,50.0,311,85,75,95,electric,None,4.2,3,0,0,26.25,0.37,76.7,58.3,56.5,447.5,Fast (90-110),Easy (151-255),Mixed
"['Minus', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,40,5120,70,405,200.0,Cheering Pokémon,50,1000000,0.4,60,Minunマイナン,Minun,50.0,312,75,85,95,electric,None,4.2,3,0,0,26.25,0.348,70.0,65.0,63.4,447.5,Fast (90-110),Easy (151-255),Mixed
"['Illuminate', 'Swarm', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,73,3840,70,430,150.0,Firefly Pokémon,75,600000,0.7,65,Barubeatバルビート,Volbeat,100.0,313,47,85,85,bug,None,17.7,3,0,0,36.12,0.608,68.3,75.0,74.6,204.3,Medium (70-90),Medium (76-150),Male-only
"['Oblivious', 'Tinted Lens', 'Prankster']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,47,3840,70,430,150.0,Firefly Pokémon,75,1640000,0.6,65,Illumiseイルミーゼ,Illumise,0.0,314,73,85,85,bug,None,17.7,3,0,0,49.17,0.392,68.3,75.0,74.6,204.3,Medium (70-90),Medium (76-150),Female-only
"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,5120,70,400,150.0,Thorn Pokémon,45,1059860,0.3,50,Roseliaロゼリア,Roselia,50.0,315,100,80,65,grass,poison,2.0,3,0,1,22.22,0.375,75.0,58.3,56.5,416.7,Slow (50-70),Medium (76-150),Mixed
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,43,5120,70,302,225.0,Stomach Pokémon,53,1640000,0.4,70,Gokulinゴクリン,Gulpin,50.0,316,43,53,40,poison,None,10.3,3,0,0,64.37,0.5,42.0,58.7,58.2,123.1,Very Slow (<50),Easy (151-255),Mixed
"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,73,5120,70,467,75.0,Poison Bag Pokémon,83,1640000,1.7,100,Marunoomマルノーム,Swalot,50.0,317,73,83,55,poison,None,80.0,3,0,0,27.68,0.5,67.0,88.7,88.3,222.6,Slow (50-70),Hard (31-75),Mixed
"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,90,5120,35,305,225.0,Savage Pokémon,20,1250000,0.8,45,Kibanhaキバニア,Carvanha,50.0,318,65,20,65,water,dark,20.8,3,0,1,32.5,0.581,73.3,28.3,26.2,774.2,Slow (50-70),Easy (151-255),Mixed
"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,5120,35,560,60.0,Brutal Pokémon,70,1250000,1.8,70,Samehaderサメハダー,Sharpedo,50.0,319,110,65,105,water,dark,88.8,3,0,1,27.41,0.56,118.3,68.3,68.3,896.7,Fast (90-110),Hard (31-75),Mixed
"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,70,10240,70,400,125.0,Ball Whale Pokémon,35,1640000,2.0,130,Hoerukoホエルコ,Wailmer,50.0,320,70,35,60,water,None,130.0,3,0,0,32.5,0.5,66.7,66.7,54.2,1216.7,Slow (50-70),Medium (76-150),Mixed
"['Water Veil', 'Oblivious', 'Pressure']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,90,10240,70,500,60.0,Float Whale Pokémon,45,1640000,14.5,170,Whalohホエルオー,Wailord,50.0,321,90,45,60,water,None,398.0,3,0,0,1.89,0.5,80.0,86.7,70.1,2216.7,Slow (50-70),Hard (31-75),Mixed
"['Oblivious', 'Simple', 'Own Tempo']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,60,5120,70,305,255.0,Numb Pokémon,40,1000000,0.7,60,Donmelドンメル,Numel,50.0,322,65,45,35,fire,ground,24.0,3,0,1,48.98,0.48,53.3,48.3,47.6,154.2,Very Slow (<50),Easy (151-255),Mixed
"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1.0,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,4.0,120,5120,70,560,150.0,Eruption Pokémon,100,1000000,1.9,70,Bakuudaバクーダ,Camerupt,50.0,323,145,105,20,fire,ground,220.0,3,0,1,60.94,0.453,95.0,91.7,90.2,1896.7,Very Slow (<50),Medium (76-150),Mixed
"['White Smoke', 'Drought', 'Shell Armor']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,85,5120,70,470,90.0,Coal Pokémon,140,1000000,0.5,70,Cotoiseコータス,Torkoal,50.0,324,85,70,20,fire,None,80.4,3,0,0,321.6,0.5,63.3,93.3,88.2,1486.7,Very Slow (<50),Medium (76-150),Mixed
"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,5120,70,330,255.0,Bounce Pokémon,35,800000,0.7,60,Banebooバネブー,Spoink,50.0,325,70,80,60,psychic,None,30.6,3,0,0,62.45,0.263,51.7,58.3,55.2,440.0,Slow (50-70),Easy (151-255),Mixed
"['Thick Fat', 'Own Tempo', 'Gluttony']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,5120,70,470,60.0,Manipulate Pokémon,65,800000,0.9,80,Boopigブーピッグ,Grumpig,50.0,326,90,110,80,psychic,None,71.5,3,0,0,88.27,0.333,71.7,85.0,83.0,486.7,Medium (70-90),Hard (31-75),Mixed
"['Own Tempo', 'Tangled Feet', 'Contrary']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,360,255.0,Spot Panda Pokémon,60,800000,1.1,60,Patcheelパッチール,Spinda,50.0,327,60,60,60,normal,None,5.0,3,0,0,4.13,0.5,60.0,60.0,60.0,0.0,Slow (50-70),Easy (151-255),Mixed
"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,100,5120,70,290,255.0,Ant Pit Pokémon,45,1059860,0.7,45,Nuckrarナックラー,Trapinch,50.0,328,45,45,10,ground,None,15.0,3,0,0,30.61,0.69,51.7,45.0,45.0,836.7,Very Slow (<50),Easy (151-255),Mixed
